Date,Egg_Size,Price,Quantity_Produced,Quantity_Sold,Revenue
26/12/2023,MEDIUM,7,172,172,1204
26/12/2023,LARGE,8,86,86,688
26/12/2023,X-LARGE,8.67,11,11,95.37
26/12/2023,JUMBO,9,1,1,9
27/12/2023,PEWEE,4,153,153,612
27/12/2023,SMALL,6.5,183,183,1189.5
27/12/2023,MEDIUM,7,69,69,483
27/12/2023,LARGE,8,6,6,48
27/12/2023,X-LARGE,8.67,2,2,17.34
27/12/2023,JUMBO,9,3,3,27
28/12/2023,PEWEE,4,6,6,24
28/12/2023,SMALL,6.5,150,150,975
28/12/2023,MEDIUM,7,185,185,1295
28/12/2023,LARGE,8,82,82,656
28/12/2023,X-LARGE,8.67,11,11,95.37
28/12/2023,JUMBO,9,,0,
29/12/2023,PEWEE,4,6,6,24
29/12/2023,SMALL,6.5,138,138,897
29/12/2023,MEDIUM,7,197,197,1379
29/12/2023,LARGE,8,75,75,600
29/12/2023,X-LARGE,8.67,11,11,95.37
29/12/2023,JUMBO,9,2,2,18
30/12/2023,PEWEE,4,1,1,4
30/12/2023,SMALL,6.5,126,126,819
30/12/2023,MEDIUM,7,192,192,1344
30/12/2023,LARGE,8,85,85,680
30/12/2023,X-LARGE,8.67,16,16,138.72
30/12/2023,JUMBO,9,5,5,45
31/12/2023,PEWEE,4,15,15,60
31/12/2023,SMALL,6.5,159,159,1033.5
31/12/2023,MEDIUM,7,185,185,1295
31/12/2023,LARGE,8,62,62,496
31/12/2023,X-LARGE,8.67,8,8,69.36
31/12/2023,JUMBO,9,3,3,27
01/01/2024,PEWEE,4,25,25,100
01/01/2024,SMALL,6.5,150,150,975
01/01/2024,MEDIUM,7,190,190,1330
01/01/2024,LARGE,8,56,56,448
01/01/2024,X-LARGE,8.67,5,5,43.35
01/01/2024,JUMBO,9,2,2,18
02/01/2024,PEWEE,4,21,21,84
02/01/2024,SMALL,6.5,145,145,942.5
02/01/2024,MEDIUM,7,152,152,1064
02/01/2024,LARGE,8,71,71,568
02/01/2024,X-LARGE,8.67,5,5,43.35
02/01/2024,JUMBO,9,3,3,27
03/01/2024,PEWEE,4,18,18,72
03/01/2024,SMALL,6.5,141,141,916.5
03/01/2024,MEDIUM,7,193,193,1351
03/01/2024,LARGE,8,75,75,600
03/01/2024,X-LARGE,8.67,6,6,52.02
03/01/2024,JUMBO,9,0,0,0
04/01/2024,PEWEE,4,4,4,16
04/01/2024,SMALL,6.5,145,145,942.5
04/01/2024,MEDIUM,7,187,187,1309
04/01/2024,LARGE,8,77,77,616
04/01/2024,X-LARGE,8.67,9,9,78.03
04/01/2024,JUMBO,9,4,4,36
05/01/2024,PEWEE,4,15,15,60
05/01/2024,SMALL,6.5,150,150,975
05/01/2024,MEDIUM,7,185,185,1295
05/01/2024,LARGE,8,92,92,736
05/01/2024,X-LARGE,8.67,6,6,52.02
05/01/2024,JUMBO,9,1,1,9
06/01/2024,PEWEE,4,4,4,16
06/01/2024,SMALL,6.5,103,103,669.5
06/01/2024,MEDIUM,7,234,234,1638
06/01/2024,LARGE,8,76,76,608
06/01/2024,X-LARGE,8.67,9,9,78.03
06/01/2024,JUMBO,9,3,3,27
07/01/2024,PEWEE,4,9,9,36
07/01/2024,SMALL,6.5,103,103,669.5
07/01/2024,MEDIUM,7,234,234,1638
07/01/2024,LARGE,8,76,76,608
07/01/2024,X-LARGE,8.67,9,9,78.03
07/01/2024,JUMBO,9,3,3,27
08/01/2024,PEWEE,4,15,15,60
08/01/2024,SMALL,6.5,142,142,923
08/01/2024,MEDIUM,7,182,182,1274
08/01/2024,LARGE,8,78,78,624
08/01/2024,X-LARGE,8.67,7,7,60.69
08/01/2024,JUMBO,9,1,1,9
09/01/2024,PEWEE,4,14,14,56
09/01/2024,SMALL,6.5,158,158,1027
09/01/2024,MEDIUM,7,191,191,1337
09/01/2024,LARGE,8,60,60,480
09/01/2024,X-LARGE,8.67,12,12,104.04
09/01/2024,JUMBO,9,2,2,18
10/01/2024,PEWEE,4,15,15,60
10/01/2024,SMALL,6.5,153,153,994.5
10/01/2024,MEDIUM,7,190,190,1330
10/01/2024,LARGE,8,69,69,552
10/01/2024,X-LARGE,8.67,10,10,86.7
10/01/2024,JUMBO,9,2,2,18
11/01/2024,PEWEE,4,18,18,72
11/01/2024,SMALL,6.5,166,166,1079
11/01/2024,MEDIUM,7,187,187,1309
11/01/2024,LARGE,8,63,63,504
11/01/2024,X-LARGE,8.67,7,7,60.69
11/01/2024,JUMBO,9,2,2,18
12/01/2024,PEWEE,4,14,14,56
12/01/2024,SMALL,6.5,154,154,1001
12/01/2024,MEDIUM,7,185,185,1295
12/01/2024,LARGE,8,63,63,504
12/01/2024,X-LARGE,8.67,10,10,86.7
12/01/2024,JUMBO,9,3,3,27
13/01/2024,PEWEE,4,11,11,44
13/01/2024,SMALL,6.5,175,175,1137.5
13/01/2024,MEDIUM,7,154,154,1078
13/01/2024,LARGE,8,79,79,632
13/01/2024,X-LARGE,8.67,12,12,104.04
13/01/2024,JUMBO,9,4,4,36
14/01/2024,PEWEE,4,12,12,48
14/01/2024,SMALL,6.5,169,169,1098.5
14/01/2024,MEDIUM,7,160,160,1120
14/01/2024,LARGE,8,72,72,576
14/01/2024,X-LARGE,8.67,10,10,86.7
14/01/2024,JUMBO,9,3,3,27
15/01/2024,PEWEE,4,15,15,60
15/01/2024,SMALL,6.5,156,156,1014
15/01/2024,MEDIUM,7,196,196,1372
15/01/2024,LARGE,8,58,58,464
15/01/2024,X-LARGE,8.67,6,6,52.02
15/01/2024,JUMBO,9,0,0,0
16/01/2024,PEWEE,4,21,21,84
16/01/2024,SMALL,6.5,162,162,1053
16/01/2024,MEDIUM,7,190,190,1330
16/01/2024,LARGE,8,70,70,560
16/01/2024,X-LARGE,8.67,5,5,43.35
16/01/2024,JUMBO,9,2,2,18
17/01/2024,PEWEE,4,13,13,52
17/01/2024,SMALL,6.5,133,133,864.5
17/01/2024,MEDIUM,7,197,197,1379
17/01/2024,LARGE,8,83,83,664
17/01/2024,X-LARGE,8.67,12,12,104.04
17/01/2024,JUMBO,9,0,0,0
18/01/2024,PEWEE,4,14,14,56
18/01/2024,SMALL,6.5,142,142,923
18/01/2024,MEDIUM,7,195,195,1365
18/01/2024,LARGE,8,82,82,656
18/01/2024,X-LARGE,8.67,11,11,95.37
18/01/2024,JUMBO,9,2,2,18
19/01/2024,PEWEE,4,16,16,64
19/01/2024,SMALL,6.5,163,163,1059.5
19/01/2024,MEDIUM,7,182,182,1274
19/01/2024,LARGE,8,74,74,592
19/01/2024,X-LARGE,8.67,4,4,34.68
19/01/2024,JUMBO,9,1,1,9
20/01/2024,PEWEE,4,21,21,84
20/01/2024,SMALL,6.5,165,165,1072.5
20/01/2024,MEDIUM,7,174,174,1218
20/01/2024,LARGE,8,57,57,456
20/01/2024,X-LARGE,8.67,7,7,60.69
20/01/2024,JUMBO,9,0,0,0
21/01/2024,PEWEE,4,16,16,64
21/01/2024,SMALL,6.5,136,136,884
21/01/2024,MEDIUM,7,182,182,1274
21/01/2024,LARGE,8,74,74,592
21/01/2024,X-LARGE,8.67,18,18,156.06
21/01/2024,JUMBO,9,4,4,36
22/01/2024,PEWEE,4,17,17,68
22/01/2024,SMALL,6.5,156,156,1014
22/01/2024,MEDIUM,7,194,194,1358
22/01/2024,LARGE,8,68,68,544
22/01/2024,X-LARGE,8.67,6,6,52.02
22/01/2024,JUMBO,9,0,0,0
23/01/2024,PEWEE,4,6,6,24
23/01/2024,SMALL,6.5,97,97,630.5
23/01/2024,MEDIUM,7,200,200,1400
23/01/2024,LARGE,8,95,95,760
23/01/2024,X-LARGE,8.67,21,21,182.07
23/01/2024,JUMBO,9,2,2,18
24/01/2024,PEWEE,4,4,4,16
24/01/2024,SMALL,6.5,106,106,689
24/01/2024,MEDIUM,7,208,208,1456
24/01/2024,LARGE,8,96,96,768
24/01/2024,X-LARGE,8.67,19,19,164.73
24/01/2024,JUMBO,9,1,1,9
25/01/2024,PEWEE,4,3,3,12
25/01/2024,SMALL,6.5,83,83,539.5
25/01/2024,MEDIUM,7,193,193,1351
25/01/2024,LARGE,8,121,121,968
25/01/2024,X-LARGE,8.67,22,22,190.74
25/01/2024,JUMBO,9,4,4,36
26/01/2024,PEWEE,4,8,8,32
26/01/2024,SMALL,6.5,116,116,754
26/01/2024,MEDIUM,7,195,195,1365
26/01/2024,LARGE,8,94,94,752
26/01/2024,X-LARGE,8.67,17,17,147.39
26/01/2024,JUMBO,9,1,1,9
27/01/2024,PEWEE,4,7,7,28
27/01/2024,SMALL,6.5,120,120,780
27/01/2024,MEDIUM,7,211,211,1477
27/01/2024,LARGE,8,94,94,752
27/01/2024,X-LARGE,8.67,14,14,121.38
27/01/2024,JUMBO,9,0,0,0
28/01/2024,PEWEE,4,13,13,52
28/01/2024,SMALL,6.5,122,122,793
28/01/2024,MEDIUM,7,198,198,1386
28/01/2024,LARGE,8,91,91,728
28/01/2024,X-LARGE,8.67,10,10,86.7
28/01/2024,JUMBO,9,3,3,27
29/01/2024,PEWEE,4,6,6,24
29/01/2024,SMALL,6.5,112,112,728
29/01/2024,MEDIUM,7,211,211,1477
29/01/2024,LARGE,8,85,85,680
29/01/2024,X-LARGE,8.67,13,13,112.71
29/01/2024,JUMBO,9,2,2,18
30/01/2024,PEWEE,4,3,3,12
30/01/2024,SMALL,6.5,125,125,812.5
30/01/2024,MEDIUM,7,191,191,1337
30/01/2024,LARGE,8,86,86,688
30/01/2024,X-LARGE,8.67,19,19,164.73
30/01/2024,JUMBO,9,2,2,18
31/01/2024,PEWEE,4,0,0,0
31/01/2024,SMALL,6.5,138,138,897
31/01/2024,MEDIUM,7,174,174,1218
31/01/2024,LARGE,8,101,101,808
31/01/2024,X-LARGE,8.67,8,8,69.36
31/01/2024,JUMBO,9,3,3,27
01/02/2024,PEWEE,4,7,,28
01/02/2024,SMALL,6.5,138,138,897
01/02/2024,MEDIUM,7,189,189,1323
01/02/2024,LARGE,8,80,80,640
01/02/2024,X-LARGE,8.67,16,16,138.72
01/02/2024,JUMBO,9,2,2,18
02/02/2024,PEWEE,4,6,6,24
02/02/2024,SMALL,6.5,121,121,786.5
02/02/2024,MEDIUM,7,194,194,1358
02/02/2024,LARGE,8,89,89,712
02/02/2024,X-LARGE,8.67,16,16,138.72
02/02/2024,JUMBO,9,1,1,9
03/02/2024,PEWEE,4,6,6,24
03/02/2024,SMALL,6.5,120,120,780
03/02/2024,MEDIUM,7,206,206,1442
03/02/2024,LARGE,8,92,92,736
03/02/2024,X-LARGE,8.67,16,16,138.72
03/02/2024,JUMBO,9,2,2,18
04/02/2024,PEWEE,4,4,4,16
04/02/2024,SMALL,6.5,84,84,546
04/02/2024,MEDIUM,7,210,210,1470
04/02/2024,LARGE,8,129,129,1032
04/02/2024,X-LARGE,8.67,17,17,147.39
04/02/2024,JUMBO,9,6,6,54
05/02/2024,PEWEE,4,3,3,12
05/02/2024,SMALL,6.5,84,84,546
05/02/2024,MEDIUM,7,184,184,1288
05/02/2024,LARGE,8,125,125,1000
05/02/2024,X-LARGE,8.67,34,34,294.78
05/02/2024,JUMBO,9,3,3,27
06/02/2024,PEWEE,4,5,5,20
06/02/2024,SMALL,6.5,98,98,637
06/02/2024,MEDIUM,7,196,196,1372
06/02/2024,LARGE,8,106,106,848
06/02/2024,X-LARGE,8.67,23,23,199.41
06/02/2024,JUMBO,9,3,3,27
07/02/2024,PEWEE,4,8,8,32
07/02/2024,SMALL,6.5,108,108,702
07/02/2024,MEDIUM,7,190,190,1330
07/02/2024,LARGE,8,114,114,912
07/02/2024,X-LARGE,8.67,12,12,104.04
07/02/2024,JUMBO,9,2,2,18
08/02/2024,PEWEE,4,6,6,24
08/02/2024,SMALL,6.5,136,136,884
08/02/2024,MEDIUM,7,179,179,1253
08/02/2024,LARGE,8,100,100,800
08/02/2024,X-LARGE,8.67,20,20,173.4
08/02/2024,JUMBO,9,2,2,18
09/02/2024,PEWEE,4,11,11,44
09/02/2024,SMALL,6.5,109,109,708.5
09/02/2024,MEDIUM,7,194,194,1358
09/02/2024,LARGE,8,99,99,792
09/02/2024,X-LARGE,8.67,23,23,199.41
09/02/2024,JUMBO,9,3,3,27
10/02/2024,PEWEE,4,11,11,44
10/02/2024,SMALL,6.5,109,109,708.5
10/02/2024,MEDIUM,7,194,194,1358
10/02/2024,LARGE,8,99,99,792
10/02/2024,X-LARGE,8.67,23,23,199.41
10/02/2024,JUMBO,9,3,3,27
11/02/2024,PEWEE,4,13,13,52
11/02/2024,SMALL,6.5,161,161,1046.5
11/02/2024,MEDIUM,7,161,161,1127
11/02/2024,LARGE,8,81,81,648
11/02/2024,X-LARGE,8.67,1,1,8.67
11/02/2024,JUMBO,9,1,1,9
12/02/2024,PEWEE,4,2,2,8
12/02/2024,SMALL,6.5,92,92,598
12/02/2024,MEDIUM,7,203,203,1421
12/02/2024,LARGE,8,112,112,896
12/02/2024,X-LARGE,8.67,31,31,268.77
12/02/2024,JUMBO,9,5,5,45
13/02/2024,PEWEE,4,2,2,8
13/02/2024,SMALL,6.5,98,98,637
13/02/2024,MEDIUM,7,213,213,1491
13/02/2024,LARGE,8,106,106,848
13/02/2024,X-LARGE,8.67,30,30,260.1
13/02/2024,JUMBO,9,3,3,27
14/02/2024,PEWEE,4,6,6,24
14/02/2024,SMALL,6.5,90,90,585
14/02/2024,MEDIUM,7,201,201,1407
14/02/2024,LARGE,8,117,117,936
14/02/2024,X-LARGE,8.67,33,33,286.11
14/02/2024,JUMBO,9,5,5,45
15/02/2024,PEWEE,4,5,5,20
15/02/2024,SMALL,6.5,81,81,526.5
15/02/2024,MEDIUM,7,196,196,1372
15/02/2024,LARGE,8,132,132,1056
15/02/2024,X-LARGE,8.67,31,31,268.77
15/02/2024,JUMBO,9,2,2,18
16/02/2024,PEWEE,4,1,1,4
16/02/2024,SMALL,6.5,83,83,539.5
16/02/2024,MEDIUM,7,197,197,1379
16/02/2024,LARGE,8,114,114,912
16/02/2024,X-LARGE,8.67,24,24,208.08
16/02/2024,JUMBO,9,1,1,9
17/02/2024,PEWEE,4,3,3,12
17/02/2024,SMALL,6.5,91,91,591.5
17/02/2024,MEDIUM,7,199,199,1393
17/02/2024,LARGE,8,127,127,1016
17/02/2024,X-LARGE,8.67,20,20,173.4
17/02/2024,JUMBO,9,4,4,36
18/02/2024,PEWEE,4,3,3,12
18/02/2024,SMALL,6.5,67,67,435.5
18/02/2024,MEDIUM,7,184,184,1288
18/02/2024,LARGE,8,144,144,1152
18/02/2024,X-LARGE,8.67,40,40,346.8
18/02/2024,JUMBO,9,7,7,63
19/02/2024,PEWEE,4,3,3,12
19/02/2024,SMALL,6.5,66,66,429
19/02/2024,MEDIUM,7,189,189,1323
19/02/2024,LARGE,8,158,158,1264
19/02/2024,X-LARGE,8.67,27,27,234.09
19/02/2024,JUMBO,9,3,3,27
20/02/2024,PEWEE,4,6,6,24
20/02/2024,SMALL,6.5,79,79,513.5
20/02/2024,MEDIUM,7,197,197,1379
20/02/2024,LARGE,8,115,115,920
20/02/2024,X-LARGE,8.67,36,36,312.12
20/02/2024,JUMBO,9,13,13,117
21/02/2024,PEWEE,4,1,1,4
21/02/2024,SMALL,6.5,59,59,383.5
21/02/2024,MEDIUM,7,177,177,1239
21/02/2024,LARGE,8,147,147,1176
21/02/2024,X-LARGE,8.67,44,44,381.48
21/02/2024,JUMBO,9,12,12,108
22/02/2024,PEWEE,4,5,5,20
22/02/2024,SMALL,6.5,122,122,793
22/02/2024,MEDIUM,7,197,197,1379
22/02/2024,LARGE,8,115,115,920
22/02/2024,X-LARGE,8.67,34,34,294.78
22/02/2024,JUMBO,9,5,5,45
23/02/2024,PEWEE,4,5,5,20
23/02/2024,SMALL,6.5,60,60,390
23/02/2024,MEDIUM,7,188,188,1316
23/02/2024,LARGE,8,132,132,1056
23/02/2024,X-LARGE,8.67,52,52,450.84
23/02/2024,JUMBO,9,3,3,27
24/02/2024,PEWEE,4,2,2,8
24/02/2024,SMALL,6.5,50,50,325
24/02/2024,MEDIUM,7,161,161,1127
24/02/2024,LARGE,8,147,147,1176
24/02/2024,X-LARGE,8.67,29,29,251.43
24/02/2024,JUMBO,9,17,17,153
25/02/2024,PEWEE,4,1,1,4
25/02/2024,SMALL,6.5,41,41,266.5
25/02/2024,MEDIUM,7,184,184,1288
25/02/2024,LARGE,8,167,167,1336
25/02/2024,X-LARGE,8.67,42,42,364.14
25/02/2024,JUMBO,9,6,6,54
26/02/2024,PEWEE,4,2,2,8
26/02/2024,SMALL,6.5,86,86,559
26/02/2024,MEDIUM,7,191,191,1337
26/02/2024,LARGE,8,120,120,960
26/02/2024,X-LARGE,8.67,32,32,277.44
26/02/2024,JUMBO,9,3,3,27
27/02/2024,PEWEE,4,6,6,24
27/02/2024,SMALL,6.5,72,72,468
27/02/2024,MEDIUM,7,202,202,1414
27/02/2024,LARGE,8,128,128,1024
27/02/2024,X-LARGE,8.67,23,23,199.41
27/02/2024,JUMBO,9,9,9,81
28/02/2024,PEWEE,4,2,2,8
28/02/2024,SMALL,6.5,65,65,422.5
28/02/2024,MEDIUM,7,179,179,1253
28/02/2024,LARGE,8,144,144,1152
28/02/2024,X-LARGE,8.67,43,43,372.81
28/02/2024,JUMBO,9,6,6,54
29/02/2024,PEWEE,4,1,1,4
29/02/2024,SMALL,6.5,53,53,344.5
29/02/2024,MEDIUM,7,161,161,1127
29/02/2024,LARGE,8,146,146,1168
29/02/2024,X-LARGE,8.67,47,47,407.49
29/02/2024,JUMBO,9,9,9,81
01/03/2024,PEWEE,4,1,1,4
01/03/2024,SMALL,6.5,70,70,455
01/03/2024,MEDIUM,7,179,179,1253
01/03/2024,LARGE,8,137,137,1096
01/03/2024,X-LARGE,8.67,45,45,390.15
01/03/2024,JUMBO,9,7,7,63
02/03/2024,PEWEE,4,1,1,4
02/03/2024,SMALL,6.5,70,70,455
02/03/2024,MEDIUM,7,193,193,1351
02/03/2024,LARGE,8,141,141,1128
02/03/2024,X-LARGE,8.67,35,35,303.45
02/03/2024,JUMBO,9,5,5,45
03/03/2024,PEWEE,4,2,2,8
03/03/2024,SMALL,6.5,102,102,663
03/03/2024,MEDIUM,7,177,177,1239
03/03/2024,LARGE,8,138,138,1104
03/03/2024,X-LARGE,8.67,16,16,138.72
03/03/2024,JUMBO,9,4,4,36
04/03/2024,PEWEE,4,5,5,20
04/03/2024,SMALL,6.5,119,119,773.5
04/03/2024,MEDIUM,7,183,183,1281
04/03/2024,LARGE,8,119,119,952
04/03/2024,X-LARGE,8.67,18,18,156.06
04/03/2024,JUMBO,9,1,1,9
05/03/2024,PEWEE,4,16,16,64
05/03/2024,SMALL,6.5,164,164,1066
05/03/2024,MEDIUM,7,211,211,1477
05/03/2024,LARGE,8,132,132,1056
05/03/2024,X-LARGE,8.67,34,34,294.78
05/03/2024,JUMBO,9,3,3,27
06/03/2024,PEWEE,4,6,6,24
06/03/2024,SMALL,6.5,77,77,500.5
06/03/2024,MEDIUM,7,196,196,1372
06/03/2024,LARGE,8,132,132,1056
06/03/2024,X-LARGE,8.67,28,28,242.76
06/03/2024,JUMBO,9,4,4,36
07/03/2024,PEWEE,4,10,10,40
07/03/2024,SMALL,6.5,84,84,546
07/03/2024,MEDIUM,7,172,172,1204
07/03/2024,LARGE,8,126,126,1008
07/03/2024,X-LARGE,8.67,27,27,234.09
07/03/2024,JUMBO,9,4,4,36
08/03/2024,PEWEE,4,5,5,20
08/03/2024,SMALL,6.5,85,85,552.5
08/03/2024,MEDIUM,7,186,186,1302
08/03/2024,LARGE,8,131,131,1048
08/03/2024,X-LARGE,8.67,26,26,225.42
08/03/2024,JUMBO,9,0,0,0
09/03/2024,PEWEE,4,4,4,16
09/03/2024,SMALL,6.5,121,121,786.5
09/03/2024,MEDIUM,7,190,190,1330
09/03/2024,LARGE,8,109,109,872
09/03/2024,X-LARGE,8.67,14,14,121.38
09/03/2024,JUMBO,9,0,0,0
10/03/2024,PEWEE,4,6,6,24
10/03/2024,SMALL,6.5,122,122,793
10/03/2024,MEDIUM,7,204,204,1428
10/03/2024,LARGE,8,101,101,808
10/03/2024,X-LARGE,8.67,18,18,156.06
10/03/2024,JUMBO,9,2,2,18
11/03/2024,PEWEE,4,1,1,4
11/03/2024,SMALL,6.5,94,94,611
11/03/2024,MEDIUM,7,206,206,1442
11/03/2024,LARGE,8,109,109,872
11/03/2024,X-LARGE,8.67,19,19,164.73
11/03/2024,JUMBO,9,3,3,27
12/03/2024,PEWEE,4,0,0,0
12/03/2024,SMALL,6.5,79,79,513.5
12/03/2024,MEDIUM,7,205,205,1435
12/03/2024,LARGE,8,119,119,952
12/03/2024,X-LARGE,8.67,12,12,104.04
12/03/2024,JUMBO,9,3,3,27
13/03/2024,PEWEE,4,10,10,40
13/03/2024,SMALL,6.5,110,110,715
13/03/2024,MEDIUM,7,201,201,1407
13/03/2024,LARGE,8,93,93,744
13/03/2024,X-LARGE,8.67,12,12,104.04
13/03/2024,JUMBO,9,3,3,27
14/03/2024,PEWEE,4,6,6,24
14/03/2024,SMALL,6.5,108,108,702
14/03/2024,MEDIUM,7,180,180,1260
14/03/2024,LARGE,8,97,97,776
14/03/2024,X-LARGE,8.67,11,11,95.37
14/03/2024,JUMBO,9,3,3,27
15/03/2024,PEWEE,4,5,5,20
15/03/2024,SMALL,6.5,109,109,708.5
15/03/2024,MEDIUM,7,205,205,1435
15/03/2024,LARGE,8,81,81,648
15/03/2024,X-LARGE,8.67,15,15,130.05
15/03/2024,JUMBO,9,2,2,18
16/03/2024,PEWEE,4,2,2,8
16/03/2024,SMALL,6.5,84,84,546
16/03/2024,MEDIUM,7,184,184,1288
16/03/2024,LARGE,8,117,117,936
16/03/2024,X-LARGE,8.67,15,15,130.05
16/03/2024,JUMBO,9,4,4,36
17/03/2024,PEWEE,4,6,6,24
17/03/2024,SMALL,6.5,97,97,630.5
17/03/2024,MEDIUM,7,190,190,1330
17/03/2024,LARGE,8,106,106,848
17/03/2024,X-LARGE,8.67,14,14,121.38
17/03/2024,JUMBO,9,5,5,45
18/03/2024,PEWEE,4,4,4,16
18/03/2024,SMALL,6.5,101,101,656.5
18/03/2024,MEDIUM,7,187,187,1309
18/03/2024,LARGE,8,92,92,736
18/03/2024,X-LARGE,8.67,20,20,173.4
18/03/2024,JUMBO,9,2,2,18
19/03/2024,PEWEE,4,8,8,32
19/03/2024,SMALL,6.5,122,122,793
19/03/2024,MEDIUM,7,186,186,1302
19/03/2024,LARGE,8,80,80,640
19/03/2024,X-LARGE,8.67,19,19,164.73
19/03/2024,JUMBO,9,0,0,0
20/03/2024,PEWEE,4,9,9,36
20/03/2024,SMALL,6.5,131,131,851.5
20/03/2024,MEDIUM,7,159,159,1113
20/03/2024,LARGE,8,131,131,1048
20/03/2024,X-LARGE,8.67,14,14,121.38
20/03/2024,JUMBO,9,0,0,0
21/03/2024,PEWEE,4,4,4,16
21/03/2024,SMALL,6.5,119,119,773.5
21/03/2024,MEDIUM,7,183,183,1281
21/03/2024,LARGE,8,86,86,688
21/03/2024,X-LARGE,8.67,18,18,156.06
21/03/2024,JUMBO,9,0,0,0
22/03/2024,PEWEE,4,6,6,24
22/03/2024,SMALL,6.5,99,99,643.5
22/03/2024,MEDIUM,7,184,184,1288
22/03/2024,LARGE,8,93,93,744
22/03/2024,X-LARGE,8.67,23,23,199.41
22/03/2024,JUMBO,9,0,0,0
23/03/2024,PEWEE,4,7,7,28
23/03/2024,SMALL,6.5,91,91,591.5
23/03/2024,MEDIUM,7,180,180,1260
23/03/2024,LARGE,8,102,102,816
23/03/2024,X-LARGE,8.67,20,20,173.4
23/03/2024,JUMBO,9,0,0,0
24/03/2024,PEWEE,4,1,1,4
24/03/2024,SMALL,6.5,98,98,637
24/03/2024,MEDIUM,7,164,164,1148
24/03/2024,LARGE,8,111,111,888
24/03/2024,X-LARGE,8.67,21,21,182.07
24/03/2024,JUMBO,9,1,1,9
25/03/2024,PEWEE,4,4,4,16
25/03/2024,SMALL,6.5,62,62,403
25/03/2024,MEDIUM,7,154,154,1078
25/03/2024,LARGE,8,165,165,1320
25/03/2024,X-LARGE,8.67,29,29,251.43
25/03/2024,JUMBO,9,0,0,0
26/03/2024,PEWEE,4,1,1,4
26/03/2024,SMALL,6.5,59,59,383.5
26/03/2024,MEDIUM,7,191,191,1337
26/03/2024,LARGE,8,122,122,976
26/03/2024,X-LARGE,8.67,30,30,260.1
26/03/2024,JUMBO,9,1,1,9
27/03/2024,PEWEE,4,5,5,20
27/03/2024,SMALL,6.5,87,87,565.5
27/03/2024,MEDIUM,7,176,176,1232
27/03/2024,LARGE,8,119,119,952
27/03/2024,X-LARGE,8.67,27,27,234.09
27/03/2024,JUMBO,9,2,2,18
28/03/2024,PEWEE,4,4,4,16
28/03/2024,SMALL,6.5,69,69,448.5
28/03/2024,MEDIUM,7,194,194,1358
28/03/2024,LARGE,8,109,109,872
28/03/2024,X-LARGE,8.67,22,22,190.74
28/03/2024,JUMBO,9,0,0,0
29/03/2024,PEWEE,4,8,8,32
29/03/2024,SMALL,6.5,113,113,734.5
29/03/2024,MEDIUM,7,191,191,1337
29/03/2024,LARGE,8,77,77,616
29/03/2024,X-LARGE,8.67,9,9,78.03
29/03/2024,JUMBO,9,0,0,0
30/03/2024,PEWEE,4,1,1,4
30/03/2024,SMALL,6.5,78,78,507
30/03/2024,MEDIUM,7,223,223,1561
30/03/2024,LARGE,8,94,94,752
30/03/2024,X-LARGE,8.67,17,17,147.39
30/03/2024,JUMBO,9,3,3,27
31/03/2024,PEWEE,4,6,6,24
31/03/2024,SMALL,6.5,85,85,552.5
31/03/2024,MEDIUM,7,180,180,1260
31/03/2024,LARGE,8,108,108,864
31/03/2024,X-LARGE,8.67,23,23,199.41
31/03/2024,JUMBO,9,2,2,18
01/04/2024,PULLETS,4,8,8,32
01/04/2024,SMALL,6.5,96,96,624
01/04/2024,MEDIUM,7,198,198,1386
01/04/2024,LARGE,8,99,99,792
01/04/2024,X-LARGE,8.67,12,12,104.04
01/04/2024,JUMBO,9,1,1,9
02/04/2024,PULLETS,4,7,7,28
02/04/2024,SMALL,6.5,90,90,585
02/04/2024,MEDIUM,7,182,182,1274
02/04/2024,LARGE,8,125,125,1000
02/04/2024,X-LARGE,8.67,12,12,104.04
02/04/2024,JUMBO,9,5,5,45
03/04/2024,PULLETS,4,37,37,148
03/04/2024,SMALL,6.5,84,84,546
03/04/2024,MEDIUM,7,200,200,1400
03/04/2024,LARGE,8,115,115,920
03/04/2024,X-LARGE,8.67,19,19,164.73
03/04/2024,JUMBO,9,3,3,27
04/04/2024,PULLETS,4,8,8,32
04/04/2024,SMALL,6.5,80,80,520
04/04/2024,MEDIUM,7,203,203,1421
04/04/2024,LARGE,8,124,124,992
04/04/2024,X-LARGE,8.67,24,24,208.08
04/04/2024,JUMBO,9,4,4,36
05/04/2024,PULLETS,4,10,10,40
05/04/2024,SMALL,6.5,74,74,481
05/04/2024,MEDIUM,7,198,198,1386
05/04/2024,LARGE,8,121,121,968
05/04/2024,X-LARGE,8.67,24,24,208.08
05/04/2024,JUMBO,9,2,2,18
06/04/2024,PULLETS,4,7,7,28
06/04/2024,SMALL,6.5,67,67,435.5
06/04/2024,MEDIUM,7,183,183,1281
06/04/2024,LARGE,8,132,132,1056
06/04/2024,X-LARGE,8.67,41,41,355.47
06/04/2024,JUMBO,9,4,4,36
07/04/2024,PULLETS,4,2,2,8
07/04/2024,SMALL,6.5,51,51,331.5
07/04/2024,MEDIUM,7,163,163,1141
07/04/2024,LARGE,8,162,162,1296
07/04/2024,X-LARGE,8.67,48,48,416.16
07/04/2024,JUMBO,9,9,9,81
08/04/2024,PULLETS,4,7,7,28
08/04/2024,SMALL,6.5,64,64,416
