product_id,Egg_Size,Date,Quantity_Sold
5,X-Large,02/08/2024,27
6,Ju,02/08/2024,4
1,Pullets,03/08/2024,5
2,Small,03/08/2024,85
3,Medium,03/08/2024,186
4,La,03/08/2024,131
5,X-Large,03/08/2024,26
1,Pullets,04/08/2024,4
2,Small,04/08/2024,121
3,Medium,04/08/2024,190
4,La,04/08/2024,109
5,X-Large,04/08/2024,14
1,Pullets,05/08/2024,6
2,Small,05/08/2024,122
3,Medium,05/08/2024,204
4,La,05/08/2024,101
5,X-Large,05/08/2024,18
6,Ju,05/08/2024,2
1,Pullets,06/08/2024,1
2,Small,06/08/2024,94
3,Medium,06/08/2024,206
4,La,06/08/2024,109
5,X-Large,06/08/2024,19
6,Ju,06/08/2024,3
2,Small,07/08/2024,79
3,Medium,07/08/2024,205
4,La,07/08/2024,119
5,X-Large,07/08/2024,12
6,Ju,07/08/2024,3
1,Pullets,08/08/2024,10
2,Small,08/08/2024,110
3,Medium,08/08/2024,201
4,La,08/08/2024,93
5,X-Large,08/08/2024,12
6,Ju,08/08/2024,3
1,Pullets,09/08/2024,6
2,Small,09/08/2024,108
3,Medium,09/08/2024,180
4,La,09/08/2024,97
5,X-Large,09/08/2024,11
6,Ju,09/08/2024,3
1,Pullets,10/08/2024,5
2,Small,10/08/2024,109
3,Medium,10/08/2024,205
4,La,10/08/2024,81
5,X-Large,10/08/2024,15
6,Ju,10/08/2024,2
1,Pullets,11/08/2024,2
2,Small,11/08/2024,84
3,Medium,11/08/2024,184
4,La,11/08/2024,117
5,X-Large,11/08/2024,15
6,Ju,11/08/2024,4
1,Pullets,12/08/2024,6
2,Small,12/08/2024,97
3,Medium,12/08/2024,190
4,La,12/08/2024,106
5,X-Large,12/08/2024,14
6,Ju,12/08/2024,5
1,Pullets,13/08/2024,4
2,Small,13/08/2024,101
3,Medium,13/08/2024,187
4,La,13/08/2024,92
5,X-Large,13/08/2024,20
6,Ju,13/08/2024,2
1,Pullets,14/08/2024,8
2,Small,14/08/2024,122
3,Medium,14/08/2024,186
4,La,14/08/2024,80
5,X-Large,14/08/2024,19
1,Pullets,15/08/2024,9
2,Small,15/08/2024,131
3,Medium,15/08/2024,159
4,La,15/08/2024,131
5,X-Large,15/08/2024,14
1,Pullets,16/08/2024,4
2,Small,16/08/2024,119
3,Medium,16/08/2024,183
4,La,16/08/2024,86
5,X-Large,16/08/2024,18
1,Pullets,17/08/2024,6
2,Small,17/08/2024,99
3,Medium,17/08/2024,184
4,La,17/08/2024,93
5,X-Large,17/08/2024,23
1,Pullets,18/08/2024,7
2,Small,18/08/2024,91
3,Medium,18/08/2024,180
4,La,18/08/2024,102
5,X-Large,18/08/2024,20
1,Pullets,19/08/2024,1
2,Small,19/08/2024,98
3,Medium,19/08/2024,164
4,La,19/08/2024,111
5,X-Large,19/08/2024,21
6,Ju,19/08/2024,1
1,Pullets,20/08/2024,4
2,Small,20/08/2024,62
3,Medium,20/08/2024,154
4,La,20/08/2024,165
5,X-Large,20/08/2024,29
1,Pullets,21/08/2024,1
2,Small,21/08/2024,59
3,Medium,21/08/2024,191
4,La,21/08/2024,122
5,X-Large,21/08/2024,30
6,Ju,21/08/2024,1
1,Pullets,22/08/2024,5
2,Small,22/08/2024,87
3,Medium,22/08/2024,176
4,La,22/08/2024,119
5,X-Large,22/08/2024,27
6,Ju,22/08/2024,2
1,Pullets,23/08/2024,4
2,Small,23/08/2024,69
3,Medium,23/08/2024,194
4,La,23/08/2024,109
5,X-Large,23/08/2024,22
1,Pullets,24/08/2024,8
2,Small,24/08/2024,113
3,Medium,24/08/2024,191
4,La,24/08/2024,77
5,X-Large,24/08/2024,9
1,Pullets,25/08/2024,1
2,Small,25/08/2024,78
3,Medium,25/08/2024,223
4,La,25/08/2024,94
5,X-Large,25/08/2024,17
6,Ju,25/08/2024,3
1,Pullets,26/08/2024,6
2,Small,26/08/2024,85
3,Medium,26/08/2024,180
4,La,26/08/2024,108
5,X-Large,26/08/2024,23
6,Ju,26/08/2024,2
1,Pullets,27/08/2024,8
2,Small,27/08/2024,96
3,Medium,27/08/2024,198
4,La,27/08/2024,99
5,X-Large,27/08/2024,12
6,Ju,27/08/2024,1
1,Pullets,28/08/2024,7
2,Small,28/08/2024,90
3,Medium,28/08/2024,182
4,La,28/08/2024,125
5,X-Large,28/08/2024,12
6,Ju,28/08/2024,5
1,Pullets,29/08/2024,37
2,Small,29/08/2024,84
3,Medium,29/08/2024,200
4,La,29/08/2024,115
5,X-Large,29/08/2024,19
6,Ju,29/08/2024,3
1,Pullets,30/08/2024,8
2,Small,30/08/2024,80
3,Medium,30/08/2024,203
4,La,30/08/2024,124
5,X-Large,30/08/2024,24
6,Ju,30/08/2024,4
1,Pullets,31/08/2024,10
2,Small,31/08/2024,74
3,Medium,31/08/2024,198
4,La,31/08/2024,121
5,X-Large,31/08/2024,24
6,Ju,31/08/2024,2
1,Pullets,01/09/2024,7
2,Small,01/09/2024,67
3,Medium,01/09/2024,183
4,La,01/09/2024,132
5,X-Large,01/09/2024,41
6,Ju,01/09/2024,4
1,Pullets,02/09/2024,2
2,Small,02/09/2024,51
3,Medium,02/09/2024,163
4,La,02/09/2024,162
5,X-Large,02/09/2024,48
6,Ju,02/09/2024,9
1,Pullets,03/09/2024,7
2,Small,03/09/2024,64
3,Medium,03/09/2024,192
4,La,03/09/2024,132
5,X-Large,03/09/2024,32
6,Ju,03/09/2024,7
1,Pullets,04/09/2024,5
2,Small,04/09/2024,72
3,Medium,04/09/2024,192
4,La,04/09/2024,125
5,X-Large,04/09/2024,34
6,Ju,04/09/2024,5
1,Pullets,05/09/2024,6
2,Small,05/09/2024,54
3,Medium,05/09/2024,201
4,La,05/09/2024,117
5,X-Large,05/09/2024,42
6,Ju,05/09/2024,3
1,Pullets,06/09/2024,8
2,Small,06/09/2024,87
3,Medium,06/09/2024,178
4,La,06/09/2024,111
5,X-Large,06/09/2024,38
6,Ju,06/09/2024,5
1,Pullets,07/09/2024,5
2,Small,07/09/2024,93
3,Medium,07/09/2024,196
4,La,07/09/2024,104
5,X-Large,07/09/2024,25
6,Ju,07/09/2024,4
1,Pullets,08/09/2024,7
2,Small,08/09/2024,74
3,Medium,08/09/2024,209
4,La,08/09/2024,110
5,X-Large,08/09/2024,32
6,Ju,08/09/2024,4
1,Pullets,09/09/2024,4
2,Small,09/09/2024,80
3,Medium,09/09/2024,195
4,La,09/09/2024,129
5,X-Large,09/09/2024,29
6,Ju,09/09/2024,5
1,Pullets,10/09/2024,4
2,Small,10/09/2024,77
3,Medium,10/09/2024,213
4,La,10/09/2024,108
5,X-Large,10/09/2024,25
6,Ju,10/09/2024,9
1,Pullets,11/09/2024,3
2,Small,11/09/2024,51
3,Medium,11/09/2024,182
4,La,11/09/2024,137
5,X-Large,11/09/2024,55
6,Ju,11/09/2024,11
1,Pullets,12/09/2024,1
2,Small,12/09/2024,58
3,Medium,12/09/2024,183
4,La,12/09/2024,149
5,X-Large,12/09/2024,46
6,Ju,12/09/2024,8
1,Pullets,13/09/2024,3
2,Small,13/09/2024,53
3,Medium,13/09/2024,189
4,La,13/09/2024,130
5,X-Large,13/09/2024,46
6,Ju,13/09/2024,14
1,Pullets,14/09/2024,3
2,Small,14/09/2024,62
3,Medium,14/09/2024,196
4,La,14/09/2024,140
5,X-Large,14/09/2024,35
6,Ju,14/09/2024,4
1,Pullets,15/09/2024,4
2,Small,15/09/2024,59
3,Medium,15/09/2024,186
4,La,15/09/2024,124
5,X-Large,15/09/2024,45
6,Ju,15/09/2024,8
1,Pullets,16/09/2024,7
2,Small,16/09/2024,86
3,Medium,16/09/2024,186
4,La,16/09/2024,131
5,X-Large,16/09/2024,33
6,Ju,16/09/2024,6
1,Pullets,17/09/2024,7
2,Small,17/09/2024,76
3,Medium,17/09/2024,188
4,La,17/09/2024,129
5,X-Large,17/09/2024,44
1,Pullets,18/09/2024,6
2,Small,18/09/2024,71
3,Medium,18/09/2024,191
4,La,18/09/2024,130
5,X-Large,18/09/2024,44
6,Ju,18/09/2024,3
1,Pullets,19/09/2024,7
2,Small,19/09/2024,76
3,Medium,19/09/2024,182
4,La,19/09/2024,130
5,X-Large,19/09/2024,43
6,Ju,19/09/2024,3
1,Pullets,20/09/2024,10
2,Small,20/09/2024,96
3,Medium,20/09/2024,182
4,La,20/09/2024,118
5,X-Large,20/09/2024,29
6,Ju,20/09/2024,3
1,Pullets,21/09/2024,8
2,Small,21/09/2024,91
3,Medium,21/09/2024,170
4,La,21/09/2024,121
5,X-Large,21/09/2024,40
6,Ju,21/09/2024,4
1,Pullets,22/09/2024,7
2,Small,22/09/2024,106
3,Medium,22/09/2024,189
4,La,22/09/2024,108
5,X-Large,22/09/2024,30
6,Ju,22/09/2024,1
1,Pullets,23/09/2024,16
2,Small,23/09/2024,105
3,Medium,23/09/2024,174
4,La,23/09/2024,103
5,X-Large,23/09/2024,29
6,Ju,23/09/2024,3
1,Pullets,24/09/2024,22
2,Small,24/09/2024,125
3,Medium,24/09/2024,160
4,La,24/09/2024,102
5,X-Large,24/09/2024,20
6,Ju,24/09/2024,3
1,Pullets,25/09/2024,12
2,Small,25/09/2024,89
3,Medium,25/09/2024,185
4,La,25/09/2024,120
5,X-Large,25/09/2024,22
6,Ju,25/09/2024,3
1,Pullets,26/09/2024,5
2,Small,26/09/2024,92
3,Medium,26/09/2024,185
4,La,26/09/2024,125
5,X-Large,26/09/2024,34
6,Ju,26/09/2024,2
1,Pullets,27/09/2024,8
2,Small,27/09/2024,85
3,Medium,27/09/2024,174
4,La,27/09/2024,134
5,X-Large,27/09/2024,28
6,Ju,27/09/2024,6
1,Pullets,28/09/2024,6
2,Small,28/09/2024,75
3,Medium,28/09/2024,190
4,La,28/09/2024,130
5,X-Large,28/09/2024,34
6,Ju,28/09/2024,3
1,Pullets,29/09/2024,8
2,Small,29/09/2024,95
3,Medium,29/09/2024,182
4,La,29/09/2024,115
5,X-Large,29/09/2024,35
6,Ju,29/09/2024,5
1,Pullets,30/09/2024,5
2,Small,30/09/2024,81
3,Medium,30/09/2024,196
4,La,30/09/2024,105
5,X-Large,30/09/2024,38
6,Ju,30/09/2024,5
1,Pullets,01/10/2024,1
2,Small,01/10/2024,64
3,Medium,01/10/2024,169
4,La,01/10/2024,146
5,X-Large,01/10/2024,42
6,Ju,01/10/2024,8
1,Pullets,02/10/2024,13
2,Small,02/10/2024,94
3,Medium,02/10/2024,188
4,La,02/10/2024,108
5,X-Large,02/10/2024,23
6,Ju,02/10/2024,4
1,Pullets,03/10/2024,1
2,Small,03/10/2024,75
3,Medium,03/10/2024,187
4,La,03/10/2024,129
5,X-Large,03/10/2024,32
6,Ju,03/10/2024,6
1,Pullets,04/10/2024,2
2,Small,04/10/2024,59
3,Medium,04/10/2024,175
4,La,04/10/2024,158
5,X-Large,04/10/2024,37
6,Ju,04/10/2024,2
1,Pullets,05/10/2024,3
2,Small,05/10/2024,59
3,Medium,05/10/2024,181
4,La,05/10/2024,154
5,X-Large,05/10/2024,34
6,Ju,05/10/2024,1
2,Small,06/10/2024,69
3,Medium,06/10/2024,190
4,La,06/10/2024,131
5,X-Large,06/10/2024,35
6,Ju,06/10/2024,4
1,Pullets,07/10/2024,5
2,Small,07/10/2024,71
3,Medium,07/10/2024,196
4,La,07/10/2024,134
5,X-Large,07/10/2024,24
6,Ju,07/10/2024,2
1,Pullets,08/10/2024,3
2,Small,08/10/2024,77
3,Medium,08/10/2024,196
4,La,08/10/2024,122
5,X-Large,08/10/2024,22
6,Ju,08/10/2024,2
1,Pullets,09/10/2024,5
2,Small,09/10/2024,67
3,Medium,09/10/2024,192
4,La,09/10/2024,121
5,X-Large,09/10/2024,29
6,Ju,09/10/2024,2
1,Pullets,10/10/2024,3
2,Small,10/10/2024,73
3,Medium,10/10/2024,197
4,La,10/10/2024,113
5,X-Large,10/10/2024,28
6,Ju,10/10/2024,6
1,Pullets,11/10/2024,2
2,Small,11/10/2024,79
3,Medium,11/10/2024,150
4,La,11/10/2024,147
5,X-Large,11/10/2024,37
6,Ju,11/10/2024,2
2,Small,12/10/2024,93
3,Medium,12/10/2024,194
4,La,12/10/2024,109
5,X-Large,12/10/2024,17
6,Ju,12/10/2024,3
1,Pullets,13/10/2024,8
2,Small,13/10/2024,94
3,Medium,13/10/2024,183
4,La,13/10/2024,111
5,X-Large,13/10/2024,27
6,Ju,13/10/2024,4
1,Pullets,14/10/2024,8
2,Small,14/10/2024,117
3,Medium,14/10/2024,191
4,La,14/10/2024,95
5,X-Large,14/10/2024,17
6,Ju,14/10/2024,3
1,Pullets,15/10/2024,7
2,Small,15/10/2024,67
3,Medium,15/10/2024,182
4,La,15/10/2024,135
5,X-Large,15/10/2024,30
6,Ju,15/10/2024,2
1,Pullets,16/10/2024,9
2,Small,16/10/2024,70
3,Medium,16/10/2024,180
4,La,16/10/2024,124
5,X-Large,16/10/2024,30
6,Ju,16/10/2024,2
1,Pullets,17/10/2024,8
2,Small,17/10/2024,70
3,Medium,17/10/2024,211
4,La,17/10/2024,103
5,X-Large,17/10/2024,27
6,Ju,17/10/2024,1
1,Pullets,18/10/2024,15
2,Small,18/10/2024,115
3,Medium,18/10/2024,197
4,La,18/10/2024,74
5,X-Large,18/10/2024,22
6,Ju,18/10/2024,4
1,Pullets,19/10/2024,16
2,Small,19/10/2024,107
3,Medium,19/10/2024,183
4,La,19/10/2024,92
5,X-Large,19/10/2024,20
1,Pullets,20/10/2024,5
2,Small,20/10/2024,109
3,Medium,20/10/2024,182
4,La,20/10/2024,102
5,X-Large,20/10/2024,24
6,Ju,20/10/2024,7
1,Pullets,21/10/2024,6
2,Small,21/10/2024,104
3,Medium,21/10/2024,182
4,La,21/10/2024,102
5,X-Large,21/10/2024,22
6,Ju,21/10/2024,2
1,Pullets,22/10/2024,8
2,Small,22/10/2024,111
3,Medium,22/10/2024,167
4,La,22/10/2024,110
5,X-Large,22/10/2024,21
6,Ju,22/10/2024,8
1,Pullets,23/10/2024,14
2,Small,23/10/2024,79
3,Medium,23/10/2024,192
4,La,23/10/2024,103
5,X-Large,23/10/2024,31
6,Ju,23/10/2024,7
1,Pullets,24/10/2024,6
2,Small,24/10/2024,63
3,Medium,24/10/2024,177
4,La,24/10/2024,137
5,X-Large,24/10/2024,36
6,Ju,24/10/2024,10
1,Pullets,25/10/2024,4
2,Small,25/10/2024,78
3,Medium,25/10/2024,192
4,La,25/10/2024,116
5,X-Large,25/10/2024,26
6,Ju,25/10/2024,9
1,Pullets,26/10/2024,6
2,Small,26/10/2024,91
3,Medium,26/10/2024,197
4,La,26/10/2024,111
5,X-Large,26/10/2024,22
6,Ju,26/10/2024,5
1,Pullets,27/10/2024,7
2,Small,27/10/2024,85
3,Medium,27/10/2024,192
4,La,27/10/2024,120
5,X-Large,27/10/2024,17
6,Ju,27/10/2024,2
1,Pullets,28/10/2024,7
2,Small,28/10/2024,79
3,Medium,28/10/2024,171
4,La,28/10/2024,134
5,X-Large,28/10/2024,30
6,Ju,28/10/2024,2
1,Pullets,29/10/2024,7
2,Small,29/10/2024,91
3,Medium,29/10/2024,186
4,La,29/10/2024,120
5,X-Large,29/10/2024,23
6,Ju,29/10/2024,3
1,Pullets,30/10/2024,6
2,Small,30/10/2024,99
3,Medium,30/10/2024,189
4,La,30/10/2024,121
5,X-Large,30/10/2024,13
6,Ju,30/10/2024,1
1,Pullets,31/10/2024,5
2,Small,31/10/2024,43
3,Medium,31/10/2024,138
4,La,31/10/2024,169
5,X-Large,31/10/2024,71
6,Ju,31/10/2024,8
1,Pullets,01/11/2024,5
2,Small,01/11/2024,56
3,Medium,01/11/2024,180
4,La,01/11/2024,139
5,X-Large,01/11/2024,52
6,Ju,01/11/2024,4
1,Pullets,02/11/2024,4
2,Small,02/11/2024,50
3,Medium,02/11/2024,169
4,La,02/11/2024,130
5,X-Large,02/11/2024,65
6,Ju,02/11/2024,4
1,Pullets,03/11/2024,5
2,Small,03/11/2024,50
3,Medium,03/11/2024,154
4,La,03/11/2024,144
5,X-Large,03/11/2024,71
6,Ju,03/11/2024,5
1,Pullets,04/11/2024,5
2,Small,04/11/2024,60
3,Medium,04/11/2024,172
4,La,04/11/2024,142
5,X-Large,04/11/2024,55
6,Ju,04/11/2024,4
1,Pullets,05/11/2024,4
2,Small,05/11/2024,31
3,Medium,05/11/2024,162
4,La,05/11/2024,161
5,X-Large,05/11/2024,66
6,Ju,05/11/2024,6
1,Pullets,06/11/2024,2
2,Small,06/11/2024,54
3,Medium,06/11/2024,160
4,La,06/11/2024,138
5,X-Large,06/11/2024,58
6,Ju,06/11/2024,8
1,Pullets,07/11/2024,4
2,Small,07/11/2024,40
3,Medium,07/11/2024,159
4,La,07/11/2024,153
5,X-Large,07/11/2024,57
6,Ju,07/11/2024,6
1,Pullets,08/11/2024,2
2,Small,08/11/2024,45
3,Medium,08/11/2024,144
4,La,08/11/2024,161
5,X-Large,08/11/2024,62
6,Ju,08/11/2024,3
1,Pullets,09/11/2024,3
2,Small,09/11/2024,40
3,Medium,09/11/2024,177
4,La,09/11/2024,156
5,X-Large,09/11/2024,46
6,Ju,09/11/2024,5
1,Pullets,10/11/2024,1
2,Small,10/11/2024,51
3,Medium,10/11/2024,148
4,La,10/11/2024,161
5,X-Large,10/11/2024,63
6,Ju,10/11/2024,5
1,Pullets,11/11/2024,5
2,Small,11/11/2024,75
3,Medium,11/11/2024,175
4,La,11/11/2024,132
5,X-Large,11/11/2024,36
6,Ju,11/11/2024,7
1,Pullets,12/11/2024,2
2,Small,12/11/2024,39
3,Medium,12/11/2024,145
4,La,12/11/2024,164
5,X-Large,12/11/2024,63
6,Ju,12/11/2024,6
1,Pullets,13/11/2024,2
2,Small,13/11/2024,43
3,Medium,13/11/2024,158
4,La,13/11/2024,152
5,X-Large,13/11/2024,64
6,Ju,13/11/2024,5
2,Small,14/11/2024,90
3,Medium,14/11/2024,187
4,La,14/11/2024,116
5,X-Large,14/11/2024,27
6,Ju,14/11/2024,3
1,Pullets,15/11/2024,2
2,Small,15/11/2024,65
3,Medium,15/11/2024,180
4,La,15/11/2024,140
5,X-Large,15/11/2024,30
6,Ju,15/11/2024,5
1,Pullets,16/11/2024,2
2,Small,16/11/2024,60
3,Medium,16/11/2024,190
4,La,16/11/2024,130
5,X-Large,16/11/2024,48
6,Ju,16/11/2024,2
1,Pullets,17/11/2024,2
2,Small,17/11/2024,51
3,Medium,17/11/2024,191
4,La,17/11/2024,135
5,X-Large,17/11/2024,48
6,Ju,17/11/2024,2
2,Small,18/11/2024,91
3,Medium,18/11/2024,185
4,La,18/11/2024,124
5,X-Large,18/11/2024,21
6,Ju,18/11/2024,3
1,Pullets,19/11/2024,5
2,Small,19/11/2024,85
3,Medium,19/11/2024,178
4,La,19/11/2024,120
5,X-Large,19/11/2024,32
6,Ju,19/11/2024,5
1,Pullets,20/11/2024,2
2,Small,20/11/2024,58
3,Medium,20/11/2024,167
4,La,20/11/2024,146
5,X-Large,20/11/2024,45
6,Ju,20/11/2024,2
1,Pullets,21/11/2024,4
2,Small,21/11/2024,79
3,Medium,21/11/2024,178
4,La,21/11/2024,133
5,X-Large,21/11/2024,25
6,Ju,21/11/2024,3
1,Pullets,22/11/2024,2
2,Small,22/11/2024,60
3,Medium,22/11/2024,169
4,La,22/11/2024,140
5,X-Large,22/11/2024,46
6,Ju,22/11/2024,8
1,Pullets,23/11/2024,1
2,Small,23/11/2024,75
3,Medium,23/11/2024,192
4,La,23/11/2024,122
5,X-Large,23/11/2024,36
6,Ju,23/11/2024,5
1,Pullets,24/11/2024,4
2,Small,24/11/2024,77
3,Medium,24/11/2024,182
4,La,24/11/2024,119
5,X-Large,24/11/2024,35
6,Ju,24/11/2024,4
1,Pullets,25/11/2024,2
2,Small,25/11/2024,76
3,Medium,25/11/2024,181
4,La,25/11/2024,127
5,X-Large,25/11/2024,34
6,Ju,25/11/2024,5
1,Pullets,26/11/2024,3
2,Small,26/11/2024,75
3,Medium,26/11/2024,197
4,La,26/11/2024,128
5,X-Large,26/11/2024,22
6,Ju,26/11/2024,3
1,Pullets,27/11/2024,4
2,Small,27/11/2024,72
3,Medium,27/11/2024,177
4,La,27/11/2024,137
5,X-Large,27/11/2024,24
6,Ju,27/11/2024,5
1,Pullets,28/11/2024,6
2,Small,28/11/2024,72
3,Medium,28/11/2024,174
4,La,28/11/2024,132
5,X-Large,28/11/2024,38
6,Ju,28/11/2024,4
1,Pullets,29/11/2024,4
2,Small,29/11/2024,73
3,Medium,29/11/2024,173
4,La,29/11/2024,137
5,X-Large,29/11/2024,30
6,Ju,29/11/2024,3
1,Pullets,30/11/2024,4
2,Small,30/11/2024,62
3,Medium,30/11/2024,180
4,La,30/11/2024,136
5,X-Large,30/11/2024,29
6,Ju,30/11/2024,4
1,Pullets,01/12/2024,2
2,Small,01/12/2024,65
3,Medium,01/12/2024,197
4,La,01/12/2024,125
5,X-Large,01/12/2024,27
6,Ju,01/12/2024,1
1,Pullets,02/12/2024,5
2,Small,02/12/2024,81
3,Medium,02/12/2024,172
4,La,02/12/2024,134
5,X-Large,02/12/2024,24
6,Ju,02/12/2024,5
1,Pullets,03/12/2024,3
2,Small,03/12/2024,68
3,Medium,03/12/2024,174
4,La,03/12/2024,135
5,X-Large,03/12/2024,30
6,Ju,03/12/2024,2
1,Pullets,04/12/2024,3
2,Small,04/12/2024,57
3,Medium,04/12/2024,173
4,La,04/12/2024,146
5,X-Large,04/12/2024,35
6,Ju,04/12/2024,2
1,Pullets,05/12/2024,3
2,Small,05/12/2024,86
3,Medium,05/12/2024,171
4,La,05/12/2024,125
5,X-Large,05/12/2024,28
6,Ju,05/12/2024,2
1,Pullets,06/12/2024,4
2,Small,06/12/2024,64
3,Medium,06/12/2024,186
4,La,06/12/2024,122
5,X-Large,06/12/2024,34
6,Ju,06/12/2024,2
1,Pullets,07/12/2024,1
2,Small,07/12/2024,38
3,Medium,07/12/2024,166
4,La,07/12/2024,142
5,X-Large,07/12/2024,58
6,Ju,07/12/2024,8
1,Pullets,08/12/2024,3
2,Small,08/12/2024,71
3,Medium,08/12/2024,182
4,La,08/12/2024,122
5,X-Large,08/12/2024,36
6,Ju,08/12/2024,4
1,Pullets,09/12/2024,2
2,Small,09/12/2024,49
3,Medium,09/12/2024,153
4,La,09/12/2024,137
5,X-Large,09/12/2024,63
6,Ju,09/12/2024,5
2,Small,10/12/2024,36
3,Medium,10/12/2024,148
4,La,10/12/2024,167
5,X-Large,10/12/2024,45
6,Ju,10/12/2024,10
1,Pullets,11/12/2024,3
2,Small,11/12/2024,60
3,Medium,11/12/2024,184
4,La,11/12/2024,112
5,X-Large,11/12/2024,43
6,Ju,11/12/2024,5
1,Pullets,12/12/2024,3
2,Small,12/12/2024,70
3,Medium,12/12/2024,157
4,La,12/12/2024,123
5,X-Large,12/12/2024,60
6,Ju,12/12/2024,5
1,Pullets,13/12/2024,3
2,Small,13/12/2024,60
3,Medium,13/12/2024,148
4,La,13/12/2024,142
5,X-Large,13/12/2024,55
6,Ju,13/12/2024,2
1,Pullets,14/12/2024,3
2,Small,14/12/2024,76
3,Medium,14/12/2024,157
4,La,14/12/2024,132
5,X-Large,14/12/2024,42
6,Ju,14/12/2024,3
1,Pullets,15/12/2024,9
2,Small,15/12/2024,75
3,Medium,15/12/2024,166
4,La,15/12/2024,131
5,X-Large,15/12/2024,37
6,Ju,15/12/2024,6
1,Pullets,16/12/2024,5
2,Small,16/12/2024,82
3,Medium,16/12/2024,166
4,La,16/12/2024,125
5,X-Large,16/12/2024,36
6,Ju,16/12/2024,1
1,Pullets,17/12/2024,5
2,Small,17/12/2024,102
3,Medium,17/12/2024,163
4,La,17/12/2024,106
5,X-Large,17/12/2024,36
6,Ju,17/12/2024,4
1,Pullets,18/12/2024,4
2,Small,18/12/2024,99
3,Medium,18/12/2024,175
4,La,18/12/2024,113
5,X-Large,18/12/2024,29
6,Ju,18/12/2024,2
1,Pullets,19/12/2024,1
2,Small,19/12/2024,85
3,Medium,19/12/2024,171
4,La,19/12/2024,123
5,X-Large,19/12/2024,31
6,Ju,19/12/2024,6
1,Pullets,20/12/2024,6
2,Small,20/12/2024,65
3,Medium,20/12/2024,172
4,La,20/12/2024,125
5,X-Large,20/12/2024,46
6,Ju,20/12/2024,2
2,Small,21/12/2024,61
3,Medium,21/12/2024,170
4,La,21/12/2024,128
5,X-Large,21/12/2024,42
1,Pullets,22/12/2024,5
2,Small,22/12/2024,66
3,Medium,22/12/2024,164
4,La,22/12/2024,136
5,X-Large,22/12/2024,36
6,Ju,22/12/2024,6
1,Pullets,23/12/2024,7
2,Small,23/12/2024,64
3,Medium,23/12/2024,164
4,La,23/12/2024,137
5,X-Large,23/12/2024,35
6,Ju,23/12/2024,4
1,Pullets,24/12/2024,6
2,Small,24/12/2024,62
3,Medium,24/12/2024,182
4,La,24/12/2024,142
5,X-Large,24/12/2024,27
6,Ju,24/12/2024,4
1,Pullets,25/12/2024,5
2,Small,25/12/2024,62
3,Medium,25/12/2024,178
4,La,25/12/2024,131
5,X-Large,25/12/2024,36
6,Ju,25/12/2024,4
1,Pullets,26/12/2024,2
2,Small,26/12/2024,43
3,Medium,26/12/2024,160
4,La,26/12/2024,156
5,X-Large,26/12/2024,51
6,Ju,26/12/2024,4
1,Pullets,27/12/2024,1
2,Small,27/12/2024,52
3,Medium,27/12/2024,170
4,La,27/12/2024,157
5,X-Large,27/12/2024,36
6,Ju,27/12/2024,3
1,Pullets,28/12/2024,2
2,Small,28/12/2024,54
3,Medium,28/12/2024,170
4,La,28/12/2024,146
5,X-Large,28/12/2024,31
6,Ju,28/12/2024,5
1,Pullets,29/12/2024,3
2,Small,29/12/2024,52
3,Medium,29/12/2024,174
4,La,29/12/2024,145
5,X-Large,29/12/2024,41
6,Ju,29/12/2024,3
1,Pullets,30/12/2024,1
2,Small,30/12/2024,41
3,Medium,30/12/2024,177
4,La,30/12/2024,148
5,X-Large,30/12/2024,37
6,Ju,30/12/2024,4
1,Pullets,31/12/2024,2
2,Small,31/12/2024,49
3,Medium,31/12/2024,178
4,La,31/12/2024,155
5,X-Large,31/12/2024,35
6,Ju,31/12/2024,5
1,Pullets,01/01/2025,5
2,Small,01/01/2025,65
3,Medium,01/01/2025,181
4,La,01/01/2025,131
5,X-Large,01/01/2025,25
6,Ju,01/01/2025,5
1,Pullets,02/01/2025,4
2,Small,02/01/2025,50
3,Medium,02/01/2025,179
4,La,02/01/2025,146
5,X-Large,02/01/2025,30
6,Ju,02/01/2025,2
1,Pullets,03/01/2025,4
2,Small,03/01/2025,83
3,Medium,03/01/2025,167
4,La,03/01/2025,125
5,X-Large,03/01/2025,26
6,Ju,03/01/2025,1
1,Pullets,04/01/2025,7
2,Small,04/01/2025,56
3,Medium,04/01/2025,163
4,La,04/01/2025,141
5,X-Large,04/01/2025,40
6,Ju,04/01/2025,5
1,Pullets,05/01/2025,1
2,Small,05/01/2025,50
3,Medium,05/01/2025,168
4,La,05/01/2025,138
5,X-Large,05/01/2025,43
6,Ju,05/01/2025,3
1,Pullets,06/01/2025,2
2,Small,06/01/2025,52
3,Medium,06/01/2025,172
4,La,06/01/2025,127
5,X-Large,06/01/2025,42
6,Ju,06/01/2025,6
1,Pullets,07/01/2025,3
2,Small,07/01/2025,48
3,Medium,07/01/2025,169
4,La,07/01/2025,133
5,X-Large,07/01/2025,38
6,Ju,07/01/2025,4
1,Pullets,08/01/2025,3
2,Small,08/01/2025,58
3,Medium,08/01/2025,165
4,La,08/01/2025,135
5,X-Large,08/01/2025,46
6,Ju,08/01/2025,3
1,Pullets,09/01/2025,2
2,Small,09/01/2025,54
3,Medium,09/01/2025,158
4,La,09/01/2025,146
5,X-Large,09/01/2025,47
6,Ju,09/01/2025,5
